Year,Geography,Parent_Code_1,Parent_Code_2,Org_Code,Contract_Type,Age_Group,Gender,Dentist_Count
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,GDS,55+,F,5
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,GDS,Under 35,M,27
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,Mixed,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,PDS,45-54,M,6
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,PDS,Under 35,M,7
2016-17,4.Clinical Commissioning Group,Y60,Q76,04K,TDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y60,Q76,04L,GDS,35-44,M,17
2016-17,4.Clinical Commissioning Group,Y60,Q76,04L,GDS,45-54,M,6
2016-17,4.Clinical Commissioning Group,Y60,Q76,04L,TDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q76,04M,GDS,35-44,M,11
2016-17,4.Clinical Commissioning Group,Y60,Q76,04M,GDS,Under 35,M,14
2016-17,4.Clinical Commissioning Group,Y60,Q76,04N,GDS,35-44,M,12
2016-17,4.Clinical Commissioning Group,Y60,Q76,04N,GDS,Under 35,M,14
2016-17,4.Clinical Commissioning Group,Y60,Q76,04N,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,04N,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,04Y,GDS,35-44,F,11
2016-17,4.Clinical Commissioning Group,Y60,Q76,04Y,GDS,45-54,M,7
2016-17,4.Clinical Commissioning Group,Y60,Q76,04Y,GDS,55+,M,5
2016-17,4.Clinical Commissioning Group,Y60,Q76,04Y,GDS,Under 35,F,28
2016-17,4.Clinical Commissioning Group,Y60,Q76,05D,GDS,35-44,F,14
2016-17,4.Clinical Commissioning Group,Y60,Q76,05D,GDS,45-54,M,8
2016-17,4.Clinical Commissioning Group,Y60,Q76,05D,GDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q76,05D,GDS,Under 35,F,14
2016-17,4.Clinical Commissioning Group,Y60,Q76,05D,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,05G,GDS,45-54,F,6
2016-17,4.Clinical Commissioning Group,Y60,Q76,05N,GDS,45-54,M,21
2016-17,4.Clinical Commissioning Group,Y60,Q76,05N,GDS,Under 35,F,25
2016-17,4.Clinical Commissioning Group,Y60,Q76,05N,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,05N,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q76,05Q,GDS,35-44,M,12
2016-17,4.Clinical Commissioning Group,Y60,Q76,05Q,GDS,Under 35,M,22
2016-17,4.Clinical Commissioning Group,Y60,Q76,05Q,PDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,05Q,PDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q76,05Q,TDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,05V,GDS,35-44,M,10
2016-17,4.Clinical Commissioning Group,Y60,Q76,05V,GDS,Under 35,M,12
2016-17,4.Clinical Commissioning Group,Y60,Q76,05V,TDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,05V,TDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y60,Q76,05W,GDS,35-44,F,20
2016-17,4.Clinical Commissioning Group,Y60,Q76,05W,GDS,45-54,M,11
2016-17,4.Clinical Commissioning Group,Y60,Q76,05W,GDS,55+,M,12
2016-17,4.Clinical Commissioning Group,Y60,Q76,05W,GDS,Under 35,F,14
2016-17,4.Clinical Commissioning Group,Y60,Q76,05W,PDS,45-54,F,3
2016-17,4.Clinical Commissioning Group,Y60,Q76,05W,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q76,05X,GDS,45-54,M,6
2016-17,4.Clinical Commissioning Group,Y60,Q76,05X,GDS,Under 35,F,23
2016-17,4.Clinical Commissioning Group,Y60,Q76,05X,Mixed,Under 35,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q76,05X,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,05X,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,GDS,35-44,F,67
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,GDS,45-54,M,63
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,GDS,55+,M,35
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,GDS,Under 35,F,96
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,Mixed,55+,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q76,15M,TDS,55+,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q77,05A,GDS,Under 35,M,38
2016-17,4.Clinical Commissioning Group,Y60,Q77,05A,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05A,TDS,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y60,Q77,05A,TDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05A,TDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05C,GDS,35-44,F,18
2016-17,4.Clinical Commissioning Group,Y60,Q77,05C,GDS,55+,M,5
2016-17,4.Clinical Commissioning Group,Y60,Q77,05C,GDS,Under 35,F,42
2016-17,4.Clinical Commissioning Group,Y60,Q77,05F,GDS,45-54,M,17
2016-17,4.Clinical Commissioning Group,Y60,Q77,05F,Mixed,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05F,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05F,TDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05H,GDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05H,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q77,05H,PDS,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05H,TDS,Under 35,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q77,05J,GDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q77,05J,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q77,05L,GDS,35-44,F,36
2016-17,4.Clinical Commissioning Group,Y60,Q77,05L,GDS,55+,M,16
2016-17,4.Clinical Commissioning Group,Y60,Q77,05L,TDS,Under 35,M,6
2016-17,4.Clinical Commissioning Group,Y60,Q77,05R,GDS,45-54,F,12
2016-17,4.Clinical Commissioning Group,Y60,Q77,05R,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,GDS,35-44,M,9
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,GDS,Under 35,M,15
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,Mixed,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,Mixed,55+,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,PDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,PDS,45-54,M,7
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,TDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q77,05T,TDS,55+,M,4
2016-17,4.Clinical Commissioning Group,Y60,Q77,05Y,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q77,05Y,TDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q77,05Y,TDS,Under 35,M,3
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,Mixed,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,Mixed,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,PDS,35-44,M,3
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,PDS,Under 35,M,7
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,TDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,TDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,GDS,35-44,F,10
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,GDS,45-54,M,10
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,GDS,55+,M,6
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,GDS,Under 35,F,17
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,TDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y58,Q86,12D,TDS,Under 35,M,5
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,GDS,45-54,F,37
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,GDS,Under 35,F,101
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,Mixed,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,Mixed,55+,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,PDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,TDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y58,Q86,15C,TDS,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,35-44,F,37
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,45-54,M,22
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,55+,M,21
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,Under 35,F,37
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,Mixed,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,99N,TDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,10C,GDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,10C,GDS,Under 35,M,8
2016-17,4.Clinical Commissioning Group,Y59,Q87,10C,Mixed,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,10C,PDS,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,10J,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y59,Q87,10J,GDS,Under 35,M,11
2016-17,4.Clinical Commissioning Group,Y59,Q87,10J,PDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,10K,GDS,45-54,F,9
2016-17,4.Clinical Commissioning Group,Y59,Q87,10L,GDS,Under 35,M,6
2016-17,4.Clinical Commissioning Group,Y59,Q87,10L,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,10Q,GDS,55+,F,10
2016-17,4.Clinical Commissioning Group,Y59,Q87,10Q,Mixed,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,10Q,PDS,35-44,M,6
2016-17,4.Clinical Commissioning Group,Y59,Q87,10Q,TDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,10Q,TDS,Under 35,F,7
2016-17,4.Clinical Commissioning Group,Y59,Q87,10R,GDS,35-44,F,23
2016-17,4.Clinical Commissioning Group,Y59,Q87,10R,GDS,45-54,M,14
2016-17,4.Clinical Commissioning Group,Y59,Q87,10R,GDS,55+,M,10
2016-17,4.Clinical Commissioning Group,Y59,Q87,10R,GDS,Under 35,F,21
2016-17,4.Clinical Commissioning Group,Y59,Q87,10R,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,10V,GDS,55+,F,6
2016-17,4.Clinical Commissioning Group,Y59,Q87,10V,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,10X,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y59,Q87,10X,GDS,Under 35,M,21
2016-17,4.Clinical Commissioning Group,Y59,Q87,10X,PDS,35-44,F,9
2016-17,4.Clinical Commissioning Group,Y59,Q87,10X,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,10X,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,11A,GDS,35-44,M,57
2016-17,4.Clinical Commissioning Group,Y59,Q87,11A,GDS,Under 35,M,38
2016-17,4.Clinical Commissioning Group,Y59,Q87,11A,Mixed,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,GDS,45-54,M,29
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,GDS,Under 35,M,49
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,Mixed,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,Mixed,55+,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,PDS,35-44,F,5
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,PDS,45-54,M,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,PDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,PDS,Under 35,F,17
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,TDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y59,Q87,14Y,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,15A,GDS,45-54,F,10
2016-17,4.Clinical Commissioning Group,Y59,Q87,15A,GDS,Under 35,F,67
2016-17,4.Clinical Commissioning Group,Y59,Q87,15A,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,TDS,35-44,F,5
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,GDS,45-54,F,6
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,GDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,PDS,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,TDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,TDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09C,GDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,08M,PDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08M,PDS,Under 35,F,7
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,35-44,F,34
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,45-54,M,24
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,55+,M,13
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,Under 35,M,34
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,PDS,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,PDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08N,PDS,Under 35,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,08P,PDS,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Q,GDS,35-44,M,31
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Q,Mixed,45-54,M,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Q,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Q,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Q,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08R,GDS,45-54,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,08R,GDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08R,GDS,Under 35,F,31
2016-17,4.Clinical Commissioning Group,Y56,Q71,08R,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08R,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08T,GDS,35-44,M,13
2016-17,4.Clinical Commissioning Group,Y56,Q71,08T,GDS,Under 35,M,16
2016-17,4.Clinical Commissioning Group,Y56,Q71,08T,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08V,GDS,35-44,M,10
2016-17,4.Clinical Commissioning Group,Y56,Q71,08V,GDS,Under 35,M,23
2016-17,4.Clinical Commissioning Group,Y56,Q71,08V,Mixed,Under 35,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08V,TDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,08W,GDS,35-44,F,18
2016-17,4.Clinical Commissioning Group,Y56,Q71,08W,GDS,55+,M,8
2016-17,4.Clinical Commissioning Group,Y56,Q71,08W,GDS,Under 35,F,37
2016-17,4.Clinical Commissioning Group,Y56,Q71,08W,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08X,GDS,35-44,F,33
2016-17,4.Clinical Commissioning Group,Y56,Q71,08X,GDS,45-54,M,18
2016-17,4.Clinical Commissioning Group,Y56,Q71,08X,GDS,55+,M,14
2016-17,4.Clinical Commissioning Group,Y56,Q71,08X,PDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08X,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Y,GDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Y,GDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Y,GDS,Under 35,F,42
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Y,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Y,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08Y,TDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,GDS,35-44,M,10
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,GDS,45-54,M,8
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,GDS,Under 35,M,25
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,Mixed,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,Mixed,55+,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,Mixed,Under 35,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,09A,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y58,Q85,11J,GDS,35-44,F,46
2016-17,4.Clinical Commissioning Group,Y58,Q85,11J,GDS,55+,M,44
2016-17,4.Clinical Commissioning Group,Y58,Q85,11J,GDS,Under 35,F,44
2016-17,4.Clinical Commissioning Group,Y58,Q85,11J,Mixed,55+,F,2
2016-17,4.Clinical Commissioning Group,Y58,Q85,11J,PDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y58,Q85,11J,PDS,55+,F,5
2016-17,4.Clinical Commissioning Group,Y58,Q85,11N,GDS,45-54,F,25
2016-17,4.Clinical Commissioning Group,Y58,Q85,11N,GDS,55+,F,5
2016-17,4.Clinical Commissioning Group,Y58,Q85,11N,Mixed,35-44,M,3
2016-17,4.Clinical Commissioning Group,Y58,Q85,11N,Mixed,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y58,Q85,11N,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y58,Q85,11X,GDS,35-44,F,33
2016-17,4.Clinical Commissioning Group,Y58,Q85,11X,GDS,55+,M,29
2016-17,4.Clinical Commissioning Group,Y58,Q85,11X,GDS,Under 35,F,65
2016-17,4.Clinical Commissioning Group,Y58,Q85,11X,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q85,11X,TDS,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,GDS,35-44,F,79
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,GDS,45-54,M,62
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,GDS,55+,M,62
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,Mixed,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,Mixed,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,PDS,35-44,F,12
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,PDS,55+,M,7
2016-17,4.Clinical Commissioning Group,Y58,Q85,15N,TDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y58,Q86,11E,GDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y58,Q86,11E,PDS,45-54,M,4
2016-17,4.Clinical Commissioning Group,Y58,Q86,11E,TDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y58,Q86,11E,TDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y58,Q86,11E,TDS,Under 35,F,7
2016-17,4.Clinical Commissioning Group,Y58,Q86,11M,GDS,55+,F,11
2016-17,4.Clinical Commissioning Group,Y56,Q71,07L,GDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y56,Q71,07L,GDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07L,TDS,Under 35,F,8
2016-17,4.Clinical Commissioning Group,Y56,Q71,07M,GDS,45-54,F,13
2016-17,4.Clinical Commissioning Group,Y56,Q71,07M,GDS,Under 35,F,51
2016-17,4.Clinical Commissioning Group,Y56,Q71,07M,PDS,45-54,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,07M,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07N,GDS,45-54,F,10
2016-17,4.Clinical Commissioning Group,Y56,Q71,07N,GDS,Under 35,F,28
2016-17,4.Clinical Commissioning Group,Y56,Q71,07N,Mixed,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07N,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07P,GDS,35-44,M,27
2016-17,4.Clinical Commissioning Group,Y56,Q71,07P,GDS,Under 35,M,43
2016-17,4.Clinical Commissioning Group,Y56,Q71,07P,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07P,TDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,GDS,35-44,F,35
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,GDS,45-54,M,21
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,GDS,55+,M,14
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,GDS,Under 35,M,28
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,Mixed,55+,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,PDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,PDS,45-54,M,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,PDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Q,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07R,PDS,35-44,M,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,07R,PDS,Under 35,M,8
2016-17,4.Clinical Commissioning Group,Y56,Q71,07R,TDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,07R,TDS,Under 35,F,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,07T,GDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,07T,GDS,45-54,M,7
2016-17,4.Clinical Commissioning Group,Y56,Q71,07T,GDS,55+,M,10
2016-17,4.Clinical Commissioning Group,Y56,Q71,07T,GDS,Under 35,M,20
2016-17,4.Clinical Commissioning Group,Y56,Q71,07T,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07T,PDS,Under 35,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,GDS,35-44,F,25
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,GDS,45-54,M,18
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,GDS,55+,M,11
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,GDS,Under 35,M,33
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,Mixed,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,Mixed,55+,M,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,PDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,PDS,Under 35,F,4
2016-17,4.Clinical Commissioning Group,Y56,Q71,07V,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07W,GDS,45-54,F,12
2016-17,4.Clinical Commissioning Group,Y56,Q71,07W,GDS,55+,F,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,07X,GDS,45-54,F,9
2016-17,4.Clinical Commissioning Group,Y56,Q71,07X,GDS,Under 35,F,38
2016-17,4.Clinical Commissioning Group,Y56,Q71,07X,PDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y56,Q71,07X,PDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Y,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Y,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Y,PDS,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Y,TDS,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,07Y,TDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,PDS,35-44,M,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,PDS,Under 35,M,5
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,TDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,TDS,55+,M,4
2016-17,4.Clinical Commissioning Group,Y56,Q71,08A,TDS,Under 35,F,2
2016-17,4.Clinical Commissioning Group,Y56,Q71,08C,GDS,35-44,F,21
2016-17,4.Clinical Commissioning Group,Y56,Q71,08C,GDS,55+,M,8
2016-17,4.Clinical Commissioning Group,Y56,Q71,08C,GDS,Under 35,F,30
2016-17,4.Clinical Commissioning Group,Y56,Q71,08C,Mixed,55+,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08C,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y56,Q71,08D,GDS,35-44,F,19
2016-17,4.Clinical Commissioning Group,Y56,Q71,08D,GDS,55+,M,23
2016-17,4.Clinical Commissioning Group,Y56,Q71,08D,PDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y56,Q71,08D,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y56,Q71,08E,GDS,35-44,F,20
